id	fdr.pvalue.D_150s_vs_D_0s	fdr.pvalue.D_600s_vs_D_0s	fdr.pvalue.R_150s_vs_R_0s	fdr.pvalue.R_600s_vs_R_0s	fdr.pvalue.S_150s_vs_S_0s	fdr.pvalue.S_600s_vs_S_0s	D_150s_vs_D_0s	D_600s_vs_D_0s	R_150s_vs_R_0s	R_600s_vs_R_0s	S_150s_vs_S_0s	S_600s_vs_S_0s
KINASE-iKiP_CSF1R.FMS	0.920516069349537	0.641453383534372	0.353411579583952	0.601509436506251	0.31300188830882	0.118127715909021	-0.3323	-0.8971	1.4937	0.9267	-1.5826	-1.8931
KINASE-iKiP_BMX	0.00174581540299239	0.0295258217218047	0.3537308066213	0.103001678556785	0.00175055152610216	0.0199199463599976	-3.3364	-2.9662	-1.4929	-2.3411	-3.6073	-3.1464
KINASE-iKiP_AXL	0.126903792062163	0.0771655208884188	NA	0.554123300304402	0.0819231055495718	0.0853906769584232	-1.9456	-2.1398	NA	-1.0373	-2.3079	-2.1751
KINASE-iKiP_ALK	0.0265387581296771	0.0203097422129416	0.508468112028943	0.881641590991699	0.522447181534942	0.442907780313205	-2.7397	-2.9875	-1.1285	-0.3616	-1.1058	-1.265
KINASE-iKiP_ABL2	0.0156156442854193	0.00876837277800306	NA	0.0981896574028248	0.379610054028659	0.364636204950747	-2.8305	-2.8109	NA	-2.3136	-1.4229	-1.4857
DISEASE-PSP_type_2_diabetes	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	3.9701	4.1092	3.9288	3.9396	4.1575	4.0767
DISEASE-PSP_neuroblastoma	0.00119516351920616	0.000335294117647059	0.0412004694573297	0.42103346326056	0.0221096378389076	0.00227265647875303	-3.9236	-4.349	-2.8061	-1.3214	-3.0654	-3.7853
DISEASE-PSP_HNSCC	0.000335294117647059	0.000335294117647059	1	1	0.000335294117647059	0.000335294117647059	-3.2881	-3.537	NaN	NaN	-3.4849	-3.4362
DISEASE-PSP_glioma	0.000335294117647059	0.00062712824772666	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	3.422	3.443	3.5139	3.3914	3.5444	3.395
DISEASE-PSP_breast_cancer	0.947400363707536	0.73784418539703	0.814900043813658	0.999554865618045	0.624281193051719	0.171457204721617	-0.2281	-0.6583	0.5305	0.1352	-0.8958	-2.0189
DISEASE-PSP_acute_myelogenous_leukemia	0.00062712824772666	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	3.3349	3.498	3.605	3.332	3.5216	3.5147
