id	fdr.pvalue.R_0s_vs_D_0s	fdr.pvalue.R_150s_vs_D_150s	fdr.pvalue.R_600s_vs_D_600s	fdr.pvalue.S_0s_vs_D_0s	fdr.pvalue.S_150s_vs_D_150s	fdr.pvalue.S_600s_vs_D_600s	R_0s_vs_D_0s	R_150s_vs_D_150s	R_600s_vs_D_600s	S_0s_vs_D_0s	S_150s_vs_D_150s	S_600s_vs_D_600s
KINASE-iKiP_EGFR	0.139711063502331	0.610204914939691	0.549067099995301	0.660969121383125	0.745891407840491	0.0675181327661331	2.1726	-0.9545	-1.0969	0.8255	-0.6529	2.0742
KINASE-iKiP_DDR2	0.30144508513522	0.442589986552835	0.231666179788773	0.26722644102317	0.0823874856804831	0.580376111417106	1.6681	1.3205	1.8723	-1.7334	-2.4034	0.9795
KINASE-iKiP_CSF1R.FMS	0.211488623787025	0.842992662278551	0.10070588032931	0.422564499479204	0.372141341675533	0.0769900480486236	1.9321	0.5021	2.3328	1.3504	-1.4822	2.0268
KINASE-iKiP_BMX	0.222652430935744	0.359982140380755	0.717094844924315	0.22009739369816	0.196040844617863	0.136181034209416	-1.8811	-1.4849	-0.6902	1.883	1.9541	2.2036
KINASE-iKiP_AXL	0.223552389466622	NA	0.382970495719689	0.234793242874148	0.524806735147728	0.0917956140350877	-1.726	NA	1.4623	1.721	1.1229	2.2966
KINASE-iKiP_ALK	0.882904193542728	0.133762385185819	0.700479709787512	0.971795911109063	0.528661904032105	0.987704262978834	-0.368	2.2634	0.7443	-0.1796	-1.1092	-0.1579
KINASE-iKiP_ABL2	0.0716215436769825	NA	0.0575106633241056	0.0714551626880936	0.91105507277928	0.750700838257524	-2.3855	NA	-2.226	-2.3753	-0.3289	-0.6599
DISEASE-PSP_type_2_diabetes	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.00920753441494592	0.00937018240038025	-3.9864	-4.1175	-3.8768	-4.2067	-3.2135	-3.3514
DISEASE-PSP_neuroblastoma	0.00171117198577611	0.0590796116504854	0.451049997330463	0.267127566065108	0.00248295326015533	0.502254103390045	-3.8653	-2.5604	-1.2765	1.7112	3.5777	-1.1532
DISEASE-PSP_HNSCC	1	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.0494876640356154	0.0366892160764027	NaN	3.5124	3.2204	3.6601	2.5668	2.8801
DISEASE-PSP_glioma	0.000485263157894737	0.000485263157894737	0.0017118645955952	0.000485263157894737	0.0380922304436755	0.0394140467989758	-3.5631	-3.4678	-3.2237	-3.6232	-2.6133	-2.8841
DISEASE-PSP_breast_cancer	0.0312422850338127	0.0130895719979698	0.0140851818803621	0.992912946000152	0.178980721986972	0.158094581142393	-2.7607	-3.0339	-2.8281	-0.1336	-1.8463	-1.8576
DISEASE-PSP_acute_myelogenous_leukemia	0.000485263157894737	0.000485263157894737	0.000914882216356745	0.000485263157894737	0.0440829362699291	0.0378524393985375	-3.4377	-3.5459	-3.2282	-3.5731	-2.5975	-2.9211
