id	fdr.pvalue.D_150s_vs_D_0s	fdr.pvalue.D_600s_vs_D_0s	fdr.pvalue.R_150s_vs_R_0s	fdr.pvalue.R_600s_vs_R_0s	fdr.pvalue.S_150s_vs_S_0s	fdr.pvalue.S_600s_vs_S_0s	D_150s_vs_D_0s	D_600s_vs_D_0s	R_150s_vs_R_0s	R_600s_vs_R_0s	S_150s_vs_S_0s	S_600s_vs_S_0s
KINASE-iKiP_EPHB3	0.708439880222063	0.0795605452150263	0.0292835542401235	0.735077043177636	0.0858426341870051	0.70506398769992	-0.7459	-2.5473	2.9382	-0.6787	-2.5528	0.7871
KINASE-iKiP_EPHB2	0.101992691342934	0.00136555849692302	0.988215248000773	0.122234434137588	0.0615307987467078	0.185846537454906	-2.4683	-3.9556	-0.1031	-2.3375	-2.7466	-2.0491
KINASE-iKiP_EPHB1	0.189042120412025	0.642960167674879	0.881642102312854	0.452812791285647	0.535437685427367	0.608843588211868	-2.0638	0.8857	0.3651	-1.3238	-1.1427	0.9888
KINASE-iKiP_EPHA8	0.786708523181784	0.952297723091974	0.64858274987253	0.962203527873631	0.78179565052035	0.590813693117638	0.5734	0.208	-0.8488	0.182	0.5693	1.0288
KINASE-iKiP_EPHA7	0.30045222348312	0.155967428396312	0.916076425028048	0.121902534346065	0.506932940177813	0.272748675691583	1.6677	-2.1835	0.321	-2.0812	1.2426	1.6716
KINASE-iKiP_EPHA6	0.0119836356395496	0.809365449694892	0.0330150893171624	0.064166527623598	0.0700155213376367	0.0121061847027706	2.8504	0.5281	2.6869	2.5223	2.551	3.0079
KINASE-iKiP_EPHA5	0.768530736207909	0.497294599989211	0.734519248645245	0.132856633168817	0.466981188767807	0.0128999134131649	-0.6053	-1.2216	0.6914	-2.2059	1.2977	3.2332
KINASE-iKiP_EPHA4	0.544682819688008	1	0.406898144951515	0.55159449806892	0.586805570025813	0.365640288051348	1.1974	-0.0794	1.4542	1.1489	1.0956	1.5298
KINASE-iKiP_EPHA3	0.924073619243746	0.642960167674879	0.826892279263699	0.234666059570034	0.697080927285072	0.0153737646542752	-0.2686	-0.8854	0.4796	1.8773	0.7444	3.137
KINASE-iKiP_EPHA2	0.453603137346376	0.0722769890046902	0.39121168285104	0.528901790705707	0.269560924686824	0.0089114242125101	1.31	-2.6167	-1.4515	1.1664	1.7776	3.273
KINASE-iKiP_EPHA1	0.840315275838088	0.0961968018414809	0.196871572392946	0.583409999726734	0.381470629817232	0.1324267239515	0.4538	-2.5008	1.9819	-1.0372	1.5	2.1049
KINASE-iKiP_EGFR	0.879209511230465	0.957533976218744	0.812826152781797	0.617053878793169	0.690731490731491	0.105492490998752	0.3594	0.1831	-0.5213	0.992	0.7928	2.3043
KINASE-iKiP_DDR2	0.0649425614194722	0.265351064137015	0.208588276355363	0.957457452586131	0.0723884921980077	0.000716088555563568	-2.5785	-1.7085	-1.9165	-0.2001	-2.5046	-3.3152
KINASE-iKiP_CSF1R.FMS	0.166485352220381	0.786708523181784	0.0821142730544673	0.647718515967299	0.882868459406167	1	-2.0789	-0.587	-2.3822	1.0022	0.3764	0.0273
KINASE-iKiP_BMX	0.868152071896013	0.319601335220097	0.647718515967299	0.200423969677293	0.905872300376461	0.00953295252724044	0.3978	-1.6324	-0.8696	1.9676	0.3241	3.0627
KINASE-iKiP_AXL	0.642960167674879	0.217868539305401	0.921757056686056	0.571271235653124	0.347634068369475	0.954710597110131	0.9308	-1.9308	0.2839	1.0635	1.566	0.1939
KINASE-iKiP_ALK	0.553035609356841	0.0459840341306309	0.70506398769992	0.535586924023802	0.41159138215338	0.822950502600795	1.0732	-2.8369	-0.7272	-1.1329	1.4218	-0.4705
KINASE-iKiP_ABL2	0.971777302207475	0.271041703222788	0.85901456628745	0.788728246318608	0.205642998760387	0.812826152781797	0.1494	-1.7734	0.4102	-0.6322	1.9631	0.5265
DISEASE-PSP_type_2_diabetes	0.000381923076923077	0.000381923076923077	0.000381923076923077	0.000381923076923077	0.000381923076923077	0.000381923076923077	4.0542	4.1496	3.9377	4.1172	3.584	3.9768
DISEASE-PSP_neuroblastoma	0.822950502600795	0.617053878793169	0.950540515120163	0.718917820627515	0.430385233154017	0.960211024564443	0.4969	-0.9687	0.1982	0.7275	-1.3476	-0.1961
DISEASE-PSP_HNSCC	0.000716088555563568	0.00136555849692302	0.00312212311918021	0.000716088555563568	0.0186688607914111	0.000381923076923077	-3.5664	-3.4735	-3.2782	-3.4735	-2.9039	-3.345
DISEASE-PSP_glioma	0.000381923076923077	0.000381923076923077	0.000381923076923077	0.000381923076923077	0.00136555849692302	0.000381923076923077	3.557	3.5737	3.4457	3.5924	3.2727	3.3562
DISEASE-PSP_breast_cancer	0.00375735958145612	0.978283721678192	0.0279402005701757	0.161164995767746	0.00604762090369605	0.536036490800919	3.3144	0.1399	2.7222	2.0626	3.2964	1.1516
DISEASE-PSP_acute_myelogenous_leukemia	0.000381923076923077	0.000381923076923077	0.000716088555563568	0.000381923076923077	0.00195755155575736	0.000381923076923077	3.6225	3.5724	3.4432	3.6093	3.279	3.4441
