id	fdr.pvalue.R_0s_vs_D_0s	fdr.pvalue.R_150s_vs_D_150s	fdr.pvalue.R_600s_vs_D_600s	fdr.pvalue.S_0s_vs_D_0s	fdr.pvalue.S_150s_vs_D_150s	fdr.pvalue.S_600s_vs_D_600s	R_0s_vs_D_0s	R_150s_vs_D_150s	R_600s_vs_D_600s	S_0s_vs_D_0s	S_150s_vs_D_150s	S_600s_vs_D_600s
KINASE-iKiP_FER	0.062812330853568	1	0.859727633444222	1	0.613428735237745	0.201843065915523	-2.6448	0.1199	0.4039	0.0959	0.9238	1.9289
KINASE-iKiP_ERBB4	0.541932377812859	0.496605847226537	0.0202595859616732	0.946629934978722	0.0457879116625168	1	-1.0905	1.1611	-2.8457	-0.2162	2.7633	0.0368
KINASE-iKiP_EPHB4	0.185599762426659	0.0806732270567163	0.040841784309781	0.185517440352934	0.580075671320864	1	-2.0408	-2.554	-2.9345	-2.0153	0.9849	0.0211
KINASE-iKiP_EPHB3	0.0622399574645523	1	0.229983989265082	0.880332751198893	0.330119779770398	0.201900835511048	-2.6532	-0.0752	-1.8625	0.3525	-1.5441	1.9775
KINASE-iKiP_EPHB2	0.859408657771932	0.237660193550516	0.546920085509687	0.333076733436055	0.258630371437689	0.995182340728722	-0.4079	1.807	-1.0497	-1.5665	1.759	0.1339
KINASE-iKiP_EPHB1	0.426244011862646	0.235325376035009	0.0510046005510158	0.835136036235575	0.0327226119269519	0.728080192370571	-1.3131	1.8168	-2.7699	-0.4721	2.9334	0.6661
KINASE-iKiP_EPHA8	0.853069124768269	0.223688679238836	0.239475894329792	0.853069124768269	0.768270902921761	0.927555212012676	-0.427	-1.902	-1.8071	-0.4573	0.6045	-0.2659
KINASE-iKiP_EPHA7	1	0.0122488350050237	0.0371389741902736	0.28155632092066	0.888595556602526	0.849721425412882	0.0122	-3.0357	-2.6918	-1.7024	-0.3412	0.4473
KINASE-iKiP_EPHA6	0.213782385201231	0.000371003717472119	0.546920085509687	0.774760485135831	0.21745384399852	0.957294404351749	-1.9124	-3.7275	-1.0589	-0.6197	-1.916	0.1927
KINASE-iKiP_EPHA5	0.277548118815965	0.163199518577773	0.0137323474663681	0.41331688989589	0.0772091579929573	0.233595017984823	-1.6954	-2.1342	-3.2178	-1.3509	2.6459	1.8513
KINASE-iKiP_EPHA4	0.0625107441341599	0.918982631933508	0.138308967227901	0.0665649966831069	0.876409186181959	0.890776381346512	-2.175	-0.2995	-1.889	-2.2718	-0.3916	-0.3403
KINASE-iKiP_EPHA3	0.159034358824704	0.890605314102535	0.936790124536295	0.00770107437525969	0.684943036828501	0.81759693002313	-2.0813	0.3422	-0.2347	-3.56	0.7716	0.5098
KINASE-iKiP_EPHA2	0.596798141666536	0.0660791972611971	0.231099148924746	0.853890808842261	0.147138503987144	0.172728405851947	-0.9635	-2.5776	-1.83	-0.4312	2.178	1.9953
KINASE-iKiP_EPHA1	0.186282764098491	0.424396021519186	0.185599762426659	0.0548494671734108	0.405901566916985	0.0568007141857204	-2.0506	-1.2981	-2.0444	-2.4613	1.3543	2.8473
KINASE-iKiP_EGFR	0.173220890795429	0.818272052232821	0.0241462882275906	0.176607364058751	0.125381822191766	0.404617067675165	-1.9491	-0.5186	-2.7428	-1.9916	2.2972	-1.3655
KINASE-iKiP_DDR2	0.930480228112381	0.288913456377684	0.230961024664584	0.164089165376857	0.178901339573677	0.033563207476251	0.2452	1.65	1.7186	-2.1186	-2.063	-2.7251
KINASE-iKiP_CSF1R.FMS	0.394941449784025	0.196732399664342	0.14313712476131	0.689806947641845	0.00649046974612201	0.694622248661511	-1.4198	1.9326	-1.9326	-0.8142	3.0157	0.7408
KINASE-iKiP_BMX	0.403435579822488	0.639467584596023	0.00371913915716903	0.905342505696729	0.644896239983563	0.21745384399852	1.3693	-0.8708	3.6462	0.285	-0.8622	1.9058
KINASE-iKiP_AXL	0.876409186181959	0.996489214622069	0.374442882154292	0.23831000145506	0.499853183692663	0.635867762912853	-0.358	0.1296	1.4743	-1.8078	-1.17	0.8877
KINASE-iKiP_ALK	0.897636143121093	0.0801195261999486	0.23831000145506	0.0158610288460063	0.983182637315064	1	0.3055	-2.5537	-1.8296	-3.2327	0.1499	-0.0736
KINASE-iKiP_ABL2	0.771852119981968	0.841695724189039	0.223532416379521	0.545550523131961	0.767990108131698	0.635867762912853	0.6743	-0.436	1.9016	-1.0759	-0.6324	0.8993
DISEASE-PSP_type_2_diabetes	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	-4.1976	-3.7837	-4.0666	-3.8847	-4.1282	-4.1135
DISEASE-PSP_neuroblastoma	0.00817887214453633	0.0202057766868472	0.361401730332411	0.187131334232783	0.0199320950669063	0.370367526617527	-2.9912	-3.1669	-1.4867	-2.0265	-3.3115	-1.4587
DISEASE-PSP_HNSCC	0.000371003717472119	0.00994744843784721	0.000371003717472119	0.00131642297012986	0.000371003717472119	0.000700463934529784	3.6217	3.1319	3.493	3.1433	3.579	3.5377
DISEASE-PSP_glioma	0.000371003717472119	0.00190752638298848	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	-3.5938	-3.3825	-3.5451	-3.4086	-3.471	-3.5827
DISEASE-PSP_breast_cancer	0.109274193548387	0.0189464591668684	0.227568585534687	0.0720772772411303	0.0143086540115846	0.192183491239609	-2.2822	-2.812	-1.8468	-2.4149	-2.9593	-1.9679
DISEASE-PSP_acute_myelogenous_leukemia	0.000371003717472119	0.000699349702881489	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	-3.6084	-3.3773	-3.5665	-3.4288	-3.4918	-3.5977
